PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,HitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUUID,yt_RelSpeed,yt_RelHeight,yt_RelSide,yt_VertRelAngle,yt_HorzRelAngle,yt_ZoneSpeed,yt_PlateLocHeight,yt_PlateLocSide,yt_VertApprAngle,yt_HorzApprAngle,yt_ZoneTime,yt_HorzBreak,yt_InducedVertBreak,yt_OutOfPlane,yt_FSRI,yt_EffectiveSpin,yt_GyroSpin,yt_Efficiency,yt_SpinComponentX,yt_SpinComponentY,yt_SpinComponentZ,yt_HitVelocityX,yt_HitVelocityY,yt_HitVelocityZ,yt_HitLocationX,yt_HitLocationY,yt_HitLocationZ,yt_GroundLocationX,yt_GroundLocationY,yt_HitBreakX,yt_HitBreakY,yt_HitBreakT,yt_HitSpinComponentX,yt_HitSpinComponentY,yt_HitSpinComponentZ,yt_SessionName,Note,yt_PitchSpinConfidence,yt_PitchReleaseConfidence,yt_HitSpinConfidence,yt_EffectiveBattingSpeed,yt_ReleaseAccuracy,yt_ZoneAccuracy,yt_SeamLat,yt_SeamLong,yt_ReleaseDistance,Catcher,CatcherId,CatcherTeam,Baserunners
61,11/5/22,14:32:17,16,6,Michael Walsh,walshmi46,Left,Maryland,Caleb Estes,,Right,Maryland,Stretch,1,Top,2,2,2,Four-Seam,,StrikeSwinging,Strikeout,,,1,0,,90.36950053,-1.143962587,3.139301117,2212.84445,161.3862939,11:30,5.736489378,-0.221569182,7.04593227,-22.42398132,13.63401654,-3.17870131,2.809074229,1.573453801,79.75060385,-4.879902479,2.325839817,0.418567087,,,,,,,,,,,,2.570499053,7.585236259,-0.011325913,50,5.640745669,-7.111962155,-131.381923,-3.260986561,4.475619296,28.83593997,-18.96703061,Maryland,Maryland,shi01,NCAA D1,BIG10,0df86b32-a494-48ae-aad2-3f2e924e90f2,2d9efaf0-5d38-11ed-800f-c7aeff88e1fc,90.55203887,5.735807231,-0.223834137,-1.136324018,3.166830216,79.90412362,2.810216604,1.575299244,-4.860639397,2.35593263,0.418425516,-3.471839484,12.26657412,49.19291416,70.95787082,1446.125296,1674.933487,65.35142116,-0.619330244,0.756914246,0.208592602,,,,,,,,,,,,,,,,,0.994878918,1,,,high,high,26.1380391,22.58889816,54.27406773,Jake Walman,,Maryland,None
62,11/5/22,14:35:05,1,1,Nick Dean,dean-ni43,Right,Maryland,Matt Woods,woodsma53,Left,Maryland,Windup,1,Bottom,0,0,0,Four-Seam,,InPlay,,GroundBall,Out,1,0,,96.34863997,-3.220383504,-0.412097372,2219.78916,210.9622558,1:00,6.237515725,1.890208942,7.016880435,-17.28338555,15.26292774,8.352297843,2.140132156,0.557995341,83.95196857,-5.559817542,-0.816867671,0.393150505,,,,,,,,,,,,-4.536487969,9.009391282,-1.863342824,50,5.987772443,0.740551408,-140.062249,-8.378715108,-8.957853312,33.39661833,-14.38389868,Maryland,Maryland,shi01,NCAA D1,BIG10,0df86b32-a494-48ae-aad2-3f2e924e90f2,91dfaecc-5d38-11ed-b91c-f1c56b453000,96.53301545,6.237780314,1.892694904,-3.224246541,-0.442932047,84.10908757,2.140480635,0.555945784,-5.553612049,-0.850128094,0.393022943,8.660876411,14.09007912,5.587037174,72.62027595,2209.243945,216.1136423,99.5249452,-0.853432776,0.097357734,-0.512029265,,,,,,,,,,,,,,,,,0.99395498,1,,,high,high,24.64190287,3.402058794,54.30311957,James Heffley,hefflja42,Maryland,None
63,11/5/22,14:35:48,2,1,Nick Dean,dean-ni43,Right,Maryland,Matt Shaw,shaw-ma51,Right,Maryland,Windup,1,Bottom,1,0,0,Curveball,,BallCalled,,,,0,0,,76.43995225,-1.075376027,-0.132369503,2215.68439,15.66446209,6:30,6.329718784,1.709429399,7.11026164,-60.798424,-13.22139858,-5.549102861,0.272198814,1.125036949,70.26571714,-12.49662157,-1.193296517,0.496443885,,,,,,,,,,,,3.005172643,-6.910539066,-1.697036507,50,6.221474482,0.398430934,-111.218609,-3.637856981,3.699078941,23.16244611,-40.68025957,Maryland,Maryland,shi01,NCAA D1,BIG10,0df86b32-a494-48ae-aad2-3f2e924e90f2,ab16d1b0-5d38-11ed-b05d-6bfd84a6cd29,76.50263884,6.317905974,1.710588988,-0.928226101,-0.14706955,70.28337807,0.284346119,1.12400542,-12.33760652,-1.207184793,0.496372908,-5.412857561,-16.67840361,-32.16596985,80.25073809,1875.597906,-1179.571875,84.65095098,0.81506964,-0.5323736,0.228560345,,,,,,,,,,,,,,,,,0.996059939,1,,,high,medium,17.77412976,72.97518602,54.20973836,James Heffley,hefflja42,Maryland,None
64,11/5/22,14:36:08,2,2,Nick Dean,dean-ni43,Right,Maryland,Matt Shaw,shaw-ma51,Right,Maryland,Windup,1,Bottom,1,1,0,Slider,,BallCalled,,,,0,0,,81.62652107,-2.719877497,-1.454955355,2288.26789,155.8214253,11:15,6.261224271,1.838068649,7.052768822,-37.1578562,4.158815942,-3.229231729,0.653180603,0.226602817,75.39085055,-9.664634432,-2.066266717,0.462630423,,,,,,,,,,,,1.35495725,3.035763823,-1.728071184,50,6.039875969,3.105564657,-118.7238417,-6.678401918,1.932020313,22.939349,-27.84538359,Maryland,Maryland,shi01,NCAA D1,BIG10,0df86b32-a494-48ae-aad2-3f2e924e90f2,b779b1fa-5d38-11ed-834b-0d3a26b075a9,81.74857906,6.256535851,1.841341241,-2.662564519,-1.49591701,75.49320401,0.658480938,0.223592466,-9.593662683,-2.106632353,0.462512035,-2.850921846,2.336371174,-85.7991679,74.39427493,167.6217271,-2282.120263,7.325266759,-0.066826456,-0.997313414,0.030002969,,,,,,,,,,,,,,,,,0.821717579,1,,,high,medium,23.04520548,-84.86316464,54.26723118,James Heffley,hefflja42,Maryland,None
65,11/5/22,14:36:28,2,3,Nick Dean,dean-ni43,Right,Maryland,Matt Shaw,shaw-ma51,Right,Maryland,Windup,1,Bottom,1,2,0,Four-Seam,,BallCalled,,,,0,0,,93.11723058,0.762712929,-0.508314072,2257.940248,215.9356613,1:15,,,,-18.07279748,15.16743991,9.787111047,4.656503428,1.145858842,84.14170195,-2.609265749,1.318888007,0.414957464,,,,,,,,,,,,-5.313146532,7.761417393,-0.768552599,50,5.502373879,0.829606033,-135.2993501,1.116605025,-9.757702492,32.06893202,-17.92004748,Maryland,Maryland,shi01,NCAA D1,BIG10,0df86b32-a494-48ae-aad2-3f2e924e90f2,c3303ce3-5d38-11ed-82f9-91a1f8bda1a0,93.32407274,5.445077586,0.812069326,0.760398996,-0.550642965,84.31028995,4.656843604,1.143276394,-2.603170153,1.276765174,0.414821542,10.19115269,13.84199895,-1.368997801,79.44962124,2257.295749,-53.94500568,99.97145634,-0.80944541,-0.023891246,-0.586708903,,,,,,,,,,,,,,,,,0.995885435,0,,,medium,high,18.49546232,33.31385876,55.32,James Heffley,hefflja42,Maryland,None
66,11/5/22,14:36:44,2,4,Nick Dean,dean-ni43,Right,Maryland,Matt Shaw,shaw-ma51,Right,Maryland,Windup,1,Bottom,1,3,0,Four-Seam,,StrikeCalled,,,,0,0,,96.16245575,-3.384983572,-0.880048746,2272.887206,218.0264113,1:15,6.215012035,1.849373527,7.208311864,-18.05697917,14.36177952,10.04102386,1.844993528,0.36407951,83.84616129,-5.847368621,-0.296912024,0.392552406,,,,,,,,,,,,-5.613944754,8.624463642,-1.790737013,50,5.964406044,1.838811295,-139.7992236,-8.773370908,-11.0422228,33.31382459,-15.21035414,Maryland,Maryland,shi01,NCAA D1,BIG10,0df86b32-a494-48ae-aad2-3f2e924e90f2,cce8dc2b-5d38-11ed-9903-b38580f1bb54,96.34405268,6.215039165,1.85251695,-3.385830396,-0.918601553,83.99868933,1.845525255,0.36155184,-5.838183919,-0.338360631,0.392426644,10.42671203,13.15929007,1.874738703,77.71753212,2271.670613,74.35642548,99.94647367,-0.787305231,0.032714525,-0.615694919,,,,,,,,,,,,,,,,,0.996675552,1,,,high,high,20.05422978,35.57854337,54.11168814,James Heffley,hefflja42,Maryland,None
67,11/5/22,14:37:02,2,5,Nick Dean,dean-ni43,Right,Maryland,Matt Shaw,shaw-ma51,Right,Maryland,Windup,1,Bottom,1,3,1,Slider,,StrikeCalled,,,,0,0,,84.30186138,-1.143733773,0.489019821,2223.530017,54.92910546,7:45,6.204568898,1.777846866,6.967794742,-40.71825407,0.955762142,-4.196764859,1.793225647,0.209950439,74.90222438,-8.471033538,-2.190362994,0.448337038,,,,,,,,,,,,2.351797412,0.371828879,-1.812890411,50,6.09763769,-0.928547227,-122.7399757,-3.584784822,3.580826404,24.72584658,-31.60790615,Maryland,Maryland,shi01,NCAA D1,BIG10,0df86b32-a494-48ae-aad2-3f2e924e90f2,d7427973-5d38-11ed-9ee6-6b2e11287828,84.42166906,6.198698262,1.780760684,-1.072667466,0.452990309,74.98732337,1.798187577,0.207737625,-8.39079695,-2.226117552,0.448227941,-3.801621749,-1.107077852,-82.83835751,93.3839994,277.2052787,-2206.182895,12.46690068,0.071633511,-0.992198387,0.102034315,,,,,,,,,,,,,,,,,0.994072565,1,,,high,high,5.95469809,-74.46829574,54.35220526,James Heffley,hefflja42,Maryland,None
68,11/5/22,14:37:22,2,6,Nick Dean,dean-ni43,Right,Maryland,Matt Shaw,shaw-ma51,Right,Maryland,Windup,1,Bottom,1,3,2,Slider,,Foul,,,,0,0,,83.05115519,-0.794739532,-0.200980016,2356.875587,64.34166001,8:15,6.180225818,1.609436505,6.985198948,-38.94011617,0.990138617,-3.920231983,1.952189672,0.360961079,73.86840363,-8.467956916,-1.680817047,0.454802207,,,,,,,,,,,,2.079254445,0.763971768,-1.592216284,50,6.100082051,0.537052881,-120.9412244,-2.798306138,3.074809529,23.9301449,-31.04428518,Maryland,Maryland,shi01,NCAA D1,BIG10,0df86b32-a494-48ae-aad2-3f2e924e90f2,e3181147-5d38-11ed-81db-4b00a989ec1d,83.16977725,6.174528489,1.612739029,-0.725573792,-0.24198738,73.95228458,1.957266704,0.358394145,-8.386781613,-1.721822032,0.454691403,-3.541214507,-0.916763198,-84.4179086,74.31196881,229.2575532,-2345.698938,9.727180954,0.042119062,-0.995257854,0.087680041,,,,,,,,,,,,,,,,,0.997200983,1,,,high,high,23.11924525,87.63074896,54.33480105,James Heffley,hefflja42,Maryland,None
69,11/5/22,14:37:45,2,7,Nick Dean,dean-ni43,Right,Maryland,Matt Shaw,shaw-ma51,Right,Maryland,Windup,1,Bottom,1,3,2,Four-Seam,,BallCalled,Walk,,,0,0,,97.33705965,-1.166726899,0.271018777,2263.975294,217.5855954,1:15,6.303375333,1.957620435,7.092720687,-17.19739524,14.12418134,9.748524974,4.114553818,1.647128454,85.07018174,-3.073120272,0.485939281,0.388417015,,,,,,,,,,,,-5.140063521,7.873119567,-1.982268223,50,6.209767525,-0.983235921,-141.6942348,-3.391340771,-10.36476074,34.83964097,-16.29817564,Maryland,Maryland,shi01,NCAA D1,BIG10,0df86b32-a494-48ae-aad2-3f2e924e90f2,f1448dd9-5d38-11ed-ae5a-17bb3b9749a6,97.52554831,6.30349982,1.960657282,-1.168840937,0.23369026,85.23114459,4.1149608,1.644691163,-3.065946415,0.445863386,0.38828793,10.12063271,12.91244789,5.414775694,66.70444039,2253.872672,213.6401442,99.55376623,-0.788906865,0.094365051,-0.607224172,,,,,,,,,,,,,,,,,0.989757573,1,,,high,high,29.96603591,-73.25049886,54.22727931,James Heffley,hefflja42,Maryland,1st
70,11/5/22,14:38:21,3,1,Nick Dean,dean-ni43,Right,Maryland,Kevin Keister,keistke42,Right,Maryland,Stretch,1,Bottom,1,0,0,Slider,,BallCalled,,,,0,0,,84.75120643,-3.085749679,-1.896959237,2251.940176,209.5361506,1:00,6.280025772,1.911680328,7.007427978,-31.37649721,7.03571336,0.395888222,0.81220855,0.192743452,78.10988725,-8.950781118,-1.822110666,0.446073242,,,,,,,,,,,,-0.744699737,4.696764753,-1.769048465,50,6.031422799,4.068773732,-123.1976392,-7.561844627,-1.144220864,24.53556864,-24.95753539,Maryland,Maryland,shi01,NCAA D1,BIG10,0df86b32-a494-48ae-aad2-3f2e924e90f2,061d1a23-5d39-11ed-90be-05b6148a688a,84.89981372,6.276657889,1.915150519,-3.045546586,-1.939276198,78.23908751,0.816088442,0.189514544,-8.898408133,-1.865808633,0.445940377,0.784832973,5.468242179,-76.17483267,60.45877516,538.1236165,-2186.700146,23.89599964,-0.207905909,-0.971029413,-0.117800733,,,,,,,,,,,,,,,,,0.996425594,1,,,high,medium,35.58709944,89.91138238,54.31257202,James Heffley,hefflja42,Maryland,1st
71,11/5/22,14:38:38,3,2,Nick Dean,dean-ni43,Right,Maryland,Kevin Keister,keistke42,Right,Maryland,Stretch,1,Bottom,1,1,0,Four-Seam,,BallCalled,,,,0,0,,94.78942063,-2.801975339,0.017050617,2204.994578,215.7479294,1:15,6.305561559,1.881109331,6.901555209,-18.1088968,14.41916623,9.387134924,2.501872076,1.467749587,84.04424421,-5.139023834,0.684402427,0.40049319,,,,,,,,,,,,-5.030462616,8.540266653,-1.887331105,50,6.08040976,-0.348276396,-137.8188244,-7.30260268,-9.610513522,32.54496296,-15.85818474,Maryland,Maryland,shi01,NCAA D1,BIG10,0df86b32-a494-48ae-aad2-3f2e924e90f2,10d64a94-5d39-11ed-a2f3-f1aba0bbe96f,94.97367625,6.305452369,1.884040839,-2.801315534,-0.018162034,84.20044928,2.502437186,1.465482547,-5.12937582,0.647369652,0.400360348,9.730256924,13.17870006,9.166169351,66.56044282,2176.83789,351.251889,98.72304956,-0.801231428,0.159298301,-0.576760132,,,,,,,,,,,,,,,,,0.994206523,1,,,high,high,30.09558794,-71.04914493,54.41844479,James Heffley,hefflja42,Maryland,1st
72,11/5/22,14:39:01,3,3,Nick Dean,dean-ni43,Right,Maryland,Kevin Keister,keistke42,Right,Maryland,Stretch,1,Bottom,1,2,0,Four-Seam,,StrikeCalled,,,,0,0,,94.5600009,-3.196812347,-1.920246451,2166.697495,213.5318936,1:00,6.241613984,1.89064476,7.087963915,-17.31372629,14.5102659,8.699543335,2.212707669,-0.085565906,84.79153627,-5.459231476,-0.99224875,0.400088892,,,,,,,,,,,,-5.286770116,8.799564657,-1.752988032,50,5.99700158,4.331359316,-137.4148903,-8.207756157,-10.05651964,31.91970204,-15.43547521,Maryland,Maryland,shi01,NCAA D1,BIG10,0df86b32-a494-48ae-aad2-3f2e924e90f2,1e56e514-5d39-11ed-a1e0-05739cf36051,94.74219367,6.241591793,1.893388618,-3.197115311,-1.953539367,84.94781565,2.213149178,-0.087727182,-5.451598294,-1.027171562,0.399958711,9.025402482,13.35729677,3.866270155,69.17021897,2161.766408,146.0959615,99.77241463,-0.831681356,0.067427946,-0.551143896,,,,,,,,,,,,,,,,,0.927074344,1,,,high,high,27.74693614,-48.13218723,54.23203609,James Heffley,hefflja42,Maryland,1st
73,11/5/22,14:39:35,3,4,Nick Dean,dean-ni43,Right,Maryland,Kevin Keister,keistke42,Right,Maryland,Stretch,1,Bottom,1,2,1,Four-Seam,,InPlay,,GroundBall,Out,2,0,,96.34102217,-2.626707435,-0.691674725,2265.498201,221.1369838,1:15,6.138073232,2.094861188,7.205287576,-18.09198686,13.45729231,10.60294802,2.263968501,0.710512622,84.9184968,-5.364221337,-0.203828241,0.391678733,,,,,,,,,,,,-5.910397996,8.00896409,-2.050008755,50,5.941630693,1.362339905,-140.1558986,-6.953961779,-11.6766223,33.68773748,-16.3514859,Maryland,Maryland,shi01,NCAA D1,BIG10,0df86b32-a494-48ae-aad2-3f2e924e90f2,32c9697d-5d39-11ed-b0cd-bf41fca075a7,96.5220351,6.137845071,2.098098798,-2.624489839,-0.731397438,85.07010143,2.264641373,0.707950366,-5.352744637,-0.245876451,0.391553185,10.99737782,12.25421236,8.313754855,58.93933504,2241.690319,327.5768831,98.94911051,-0.745224249,0.144593751,-0.650948128,,,,,,,,,,,,,,,,,0.983265135,1,,,high,high,36.95456513,-39.54473889,54.11471242,James Heffley,hefflja42,Maryland,None
74,11/5/22,14:41:31,1,1,Michael Walsh,walshmi46,Left,Maryland,James Heffley,hefflja42,Right,Maryland,Stretch,2,Top,0,0,0,Four-Seam,,InPlay,,GroundBall,Single,0,0,,88.1352155,-2.420187557,0.713255128,2385.541012,165.5027169,11:30,5.810824904,-0.448688364,6.96403106,-21.63502588,13.24713956,-1.914002193,1.840329038,0.022521741,81.31532301,-5.981857961,0.08275812,0.429432943,,,,,,,,,,,,1.182904966,8.022820076,0.3953895,50,5.61523542,-1.541253705,-128.215428,-6.097066333,1.962797186,27.30329653,-18.86176405,Maryland,Maryland,shi01,NCAA D1,BIG10,0df86b32-a494-48ae-aad2-3f2e924e90f2,77964c82-5d39-11ed-b1a9-c17318b34da9,88.30994912,5.809844878,-0.450946264,-2.408950327,0.740974976,81.46706598,1.841475029,0.0242041,-5.962724366,0.110213004,0.429287824,-2.18361876,11.93962131,52.71002487,33.70162701,1445.278121,1897.88753,60.58492028,-0.586558668,0.795579502,0.151664712,,,,,,,,,,,,,,,,,0.978827139,1,,,high,high,59.66853671,-38.30794428,54.35596894,Jake Walman,,Maryland,1st
75,11/5/22,14:42:08,2,1,Michael Walsh,walshmi46,Left,Maryland,Cam Jones,,Left,Maryland,Stretch,2,Top,0,0,0,Slider,,StrikeCalled,,,,0,0,,79.36481461,1.037003374,2.901897548,2674.071326,295.2284206,3:45,5.119897796,-1.155186291,7.135438628,-47.16956255,-2.039577843,12.23572304,2.252164195,1.339462328,71.42441264,-7.448193779,4.05230481,0.477174059,,,,,,,,,,,,-5.82984308,-1.246374294,0.937209231,50,5.17393096,-6.17282107,-115.3778513,0.884027157,-7.771817013,23.6780599,-33.83560253,Maryland,Maryland,shi01,NCAA D1,BIG10,0df86b32-a494-48ae-aad2-3f2e924e90f2,8dda5d30-5d39-11ed-9068-73dcfd6f86fe,79.47303828,5.111282266,-1.155298522,1.141735255,2.903796889,71.49207018,2.259430593,1.339436163,-7.332448552,4.051409377,0.477067838,12.19308814,-4.855648112,59.39206931,90.60977794,1361.531611,2301.49715,50.9160544,0.217018512,0.860671564,-0.460594643,,,,,,,,,,,,,,,,,0.994416364,1,,,high,high,8.450964965,-10.03623251,54.18456137,Jake Walman,,Maryland,1st
76,11/5/22,14:42:24,2,2,Michael Walsh,walshmi46,Left,Maryland,Cam Jones,,Left,Maryland,Stretch,2,Top,0,0,1,Four-Seam,,BallCalled,,,,0,0,,87.80720206,-2.612002348,3.457698214,2216.616678,159.6909249,11:15,5.776918034,-0.401054995,7.289469951,-20.91690638,14.04263982,-3.411130872,1.734771436,2.879075301,80.93229192,-5.976971011,3.885677027,0.429077599,,,,,,,,,,,,2.810673234,8.450973034,0.159003938,50,5.58302924,-7.613704578,-127.5653001,-6.445012813,4.61687164,27.01172879,-18.29230152,Maryland,Maryland,shi01,NCAA D1,BIG10,0df86b32-a494-48ae-aad2-3f2e924e90f2,9751867d-5d39-11ed-ac02-e939df26979c,87.98283952,5.776129341,-0.403442492,-2.60320584,3.486542064,81.08476953,1.735689036,2.880805355,-5.961228013,3.914066127,0.428932901,-3.684997904,12.77811144,46.59945508,73.79685613,1523.024941,1610.523059,68.70944157,-0.644380485,0.726568141,0.238479616,,,,,,,,,,,,,,,,,0.9833954,1,,,high,high,23.58299185,10.4527526,54.03053005,Jake Walman,,Maryland,1st
77,11/5/22,14:42:40,2,3,Michael Walsh,walshmi46,Left,Maryland,Cam Jones,,Left,Maryland,Stretch,2,Top,0,1,1,Slider,,BallCalled,,,,0,0,,76.01230522,2.348151821,-1.649508521,2573.975192,305.1087048,4:15,5.245805798,-1.132511045,6.896359709,-52.0499047,-5.603155099,11.98796649,3.295154503,-0.855986269,70.45431909,-6.517138881,1.867049368,0.5001921,,,,,,,,,,,,-7.272709107,-3.996092151,1.253311673,50,5.39849863,2.851381163,-110.4883374,3.08942456,-8.902495583,21.4786658,-37.0656508,Maryland,Maryland,shi01,NCAA D1,BIG10,0df86b32-a494-48ae-aad2-3f2e924e90f2,a0c7a2a3-5d39-11ed-b4d5-f75f1c95e476,76.10452224,5.234844501,-1.132690874,2.481442188,-1.646744355,70.51163668,3.303393688,-0.856033985,-6.384337134,1.865831535,0.500098995,11.95385129,-8.626468711,52.39187512,49.92770106,1570.787673,2039.111174,61.02575026,0.350977119,0.792203118,-0.499228686,,,,,,,,,,,,,,,,,0.992704637,1,,,high,high,45.06509559,-23.84695764,54.42364029,Jake Walman,,Maryland,1st
78,11/5/22,14:42:57,2,4,Michael Walsh,walshmi46,Left,Maryland,Cam Jones,,Left,Maryland,Stretch,2,Top,0,2,1,Slider,,Foul,,,,0,0,,79.70575796,2.179397729,2.105284955,2663.2648,300.2496488,4:00,5.140912896,-1.313376839,6.957871189,-48.86050147,-3.470610395,11.60186857,3.216379628,0.348851172,71.24489183,-6.282018452,3.225735185,0.476561072,68.67148742,73.95603334,-81.0858293,,-108.5407233,17.85809026,65.64132667,126.3369446,,-80.71235915,5.58320957,-5.721853012,-2.380070506,1.146994257,50,5.282777992,-4.580147196,-115.8506544,3.118658426,-7.698417631,23.6669733,-35.37629486,Maryland,Maryland,shi01,NCAA D1,BIG10,0df86b32-a494-48ae-aad2-3f2e924e90f2,ab61efbd-5d39-11ed-909c-3ff648856a13,79.81519632,5.13170125,-1.313817929,2.290070408,2.111185104,71.31154756,3.223906148,0.349120101,-6.160033277,3.229610022,0.476457196,11.51184662,-6.32925082,58.32263642,51.41983837,1398.574796,2266.488018,52.51354639,0.2645468,0.851018651,-0.45363228,-18.74983883,2.940897619,65.99672605,-0.577842346,1.48329989,3.731607262,-124.6807371,20.38963886,,,,,,,,,0.996884697,1,,26.52817809,high,high,43.7221478,-49.66549907,54.36212881,Jake Walman,,Maryland,1st
79,11/5/22,14:43:23,2,5,Michael Walsh,walshmi46,Left,Maryland,Cam Jones,,Left,Maryland,Stretch,2,Top,0,2,2,Slider,,BallCalled,,,,0,0,,78.52469872,2.675094691,3.35198872,2492.108985,301.2706389,4:00,5.117470914,-0.964114845,7.133955436,-52.15910416,-4.306291991,13.03505992,3.397298487,1.995605429,69.19554769,-6.33420436,4.614779376,0.483346248,,,,,,,,,,,,-6.066070217,-3.058654549,0.712745209,50,5.289935356,-7.014851246,-113.9885762,4.0527804,-7.878488879,23.47031825,-36.14656803,Maryland,Maryland,shi01,NCAA D1,BIG10,0df86b32-a494-48ae-aad2-3f2e924e90f2,bab819b5-5d39-11ed-aa39-919e5e22f9b6,78.6295916,5.10809393,-0.96340184,2.790868437,3.34358432,69.25379008,3.405331923,1.995035134,-6.203774946,4.605072501,0.483244612,13.08706451,-7.457294021,48.68803769,46.61678247,1645.186924,1871.888666,66.0158498,0.342675851,0.751126326,-0.564253935,,,,,,,,,,,,,,,,,0.993655169,1,,,high,high,48.04489797,-65.3292414,54.18604456,Jake Walman,,Maryland,1st
80,11/5/22,14:43:37,2,6,Michael Walsh,walshmi46,Left,Maryland,Cam Jones,,Left,Maryland,Stretch,2,Top,0,3,2,Four-Seam,,InPlay,,Popup,Out,1,0,,90.04080396,-1.314479173,2.272052021,2242.075803,167.8824239,11:30,5.760076152,-0.351396581,7.098650128,-20.831455,14.83384908,-2.266728253,2.857463336,0.315319549,79.97259032,-4.604410107,0.083017001,0.429827787,63.83429449,48.72305516,7.668841182,3142.182399,6.433699035,109.8116912,76.91912133,197.3081583,,-1.218154247,4.527934606,1.391519726,8.314448455,-0.067478634,50,5.139393413,-1.079376535,-127.8785067,-2.081996817,2.29251372,27.62176416,-18.47608556,Maryland,Maryland,shi01,NCAA D1,BIG10,0df86b32-a494-48ae-aad2-3f2e924e90f2,c4e0f4c5-5d39-11ed-ae61-abcfd1228c1f,90.22629276,5.759829419,-0.353196425,-1.312269221,2.293665779,80.12834264,2.858269071,0.316769161,-4.590598896,0.106837343,0.429689844,-2.500614355,13.49218102,41.82438541,63.40868748,1670.777507,1495.127562,74.51922478,-0.728588536,0.666849694,0.156429638,5.619655703,41.73479214,47.97336498,-0.224835567,3.564540878,3.877421492,-4.194613741,197.2635661,-31.17189561,-7.307161354,0.451350143,0.649901883,0.209205347,0.730657694,,,0.997121557,1,0.997512364,26.97184,high,high,32.9322608,-65.07870532,54.22134987,Jake Walman,,Maryland,1st
81,11/5/22,14:44:27,3,1,Michael Walsh,walshmi46,Left,Maryland,Luke Shliger,shliglu42,Left,Maryland,Stretch,2,Top,1,0,0,Slider,,BallCalled,,,,0,0,,76.55048203,3.80005898,-0.911359897,2697.299339,299.622848,4:00,5.169108672,-1.180632338,6.957049534,-52.32905794,-4.725058444,13.45189291,4.342059477,-0.501446115,69.39638957,-5.431343483,2.893495848,0.496661017,,,,,,,,,,,,-7.693396835,-3.978544067,1.243016277,50,5.431682581,1.40922019,-111.1614753,5.990278124,-9.530559857,21.77973509,-37.10265956,Maryland,Maryland,shi01,NCAA D1,BIG10,0df86b32-a494-48ae-aad2-3f2e924e90f2,e0b04e5c-5d39-11ed-ac54-db4ffec8bfd0,76.65103738,5.158206773,-1.180135123,3.931479404,-0.916845978,69.45603488,4.350493193,-0.501968946,-5.295558057,2.884587962,0.496565175,13.49106793,-7.850363681,50.19183425,53.78351665,1726.862777,2072.044564,64.02191821,0.316453017,0.768192293,-0.556541184,,,,,,,,,,,,,,,,,0.996893341,1,,,high,high,41.59483019,-67.67883139,54.36295047,Jake Walman,,Maryland,1st
82,11/5/22,14:44:42,3,2,Michael Walsh,walshmi46,Left,Maryland,Luke Shliger,shliglu42,Left,Maryland,Stretch,2,Top,1,1,0,Slider,,BallCalled,,,,0,0,,76.66078443,3.56754097,-0.597631852,2555.532262,303.4761633,4:00,5.187043721,-1.262647631,6.759345215,-55.41862259,-6.776545326,13.94357198,3.999345037,-1.371434468,68.9022182,-6.108970606,1.023107084,0.498071073,,,,,,,,,,,,-7.799911961,-4.662017188,1.302358579,50,5.440943939,0.775773351,-111.3085988,5.44747071,-9.672508895,22.13434514,-37.95532032,Maryland,Maryland,shi01,NCAA D1,BIG10,0df86b32-a494-48ae-aad2-3f2e924e90f2,e96b35ca-5d39-11ed-9050-11dc6e377f5b,76.75767019,5.175961133,-1.261301073,3.70276338,-0.613793348,68.95278652,4.008367649,-1.372569668,-5.964234615,1.004419076,0.497978277,14.08945121,-10.03548105,42.37216502,50.44392224,1887.983365,1722.284517,73.87828332,0.407505235,0.673943562,-0.616230117,,,,,,,,,,,,,,,,,0.99443664,1,,,high,high,44.60046437,-54.30067681,54.56065478,Jake Walman,,Maryland,1st
